issuer_name,filing_date,filing_year,filing_quarter,filing_month,fund_type,asset_class_group,federal_exemption,state_of_incorporation,total_offering_amount,amount_sold,pct_capital_raised,num_investors,investor_bucket,fund_size_bucket,quality_tier,is_duplicate,is_outlier_offering
"TWO SIGMA REAL ESTATE OPPORTUNITY FUND (D), LP",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,5760870.76,1572463.72,0.273,1,Small (1-10),Small ($1M-$10M),Clean,0,0
"Upstart Power Holdings, Inc.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,81082474.74,71299681.99,0.8793,53,Large (51-200),Mid ($50M-$250M),Clean,0,0
"TEITF VANCOUVER FEE OWNER, LLC",2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(c),DE,137524.65,27924.32,0.203,156,Large (51-200),Micro (<$1M),Clean,0,0
"VCF NM CAPITAL I, L.P.",2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,476952.52,196088.1,0.4111,30,Mid (11-50),Micro (<$1M),Clean,0,0
Horizon Inclusive Growth Partners I LP,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,1997604.64,1619809.47,0.8109,42,Mid (11-50),Small ($1M-$10M),Clean,0,0
"KAI Dealer Flow Alpha Gen Series of 4ALTS Platform, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,25638122.33,8809411.17,0.3436,5,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Pivot Global Blockless, a series of GCRx Master LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1819297.53,261242.16,0.1436,25,Mid (11-50),Small ($1M-$10M),Clean,0,0
EquityZen Growth Opportunity Fund X LLC - Series 1,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,740661.12,375211.55,0.5066,14,Mid (11-50),Micro (<$1M),Clean,0,0
Voya Renewable Energy Infrastructure Debt Fund II (Cayman USTE) LP,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,20704577.57,16412246.17,0.7927,139,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Medalist Diversified Holdings, L.P.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,11829079.51,5104752.83,0.4315,14,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
MVP LS FUND DXLVI LLC,2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,425373590.19,171680026.35,0.4036,4,Small (1-10),Large ($250M-$1B),Clean,0,0
"Fengate FNB US IV, LLC",2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,586011.78,86120.84,0.147,20,Mid (11-50),Micro (<$1M),Clean,0,0
Nationwide PPVUL Separate Account - 3,2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),OH,7037205.51,6091012.58,0.8655,10,Small (1-10),Small ($1M-$10M),Clean,0,0
SIPP Technologies Inc.,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,219796.34,74129.26,0.3373,27,Mid (11-50),Micro (<$1M),Clean,0,0
Minerva Operations Ltd,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),D8,1981540.25,1630071.32,0.8226,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Seabright V, L.P.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,3163407.52,1435508.41,0.4538,48,Mid (11-50),Small ($1M-$10M),Clean,0,0
"KAI Vol Neutral Alpha Gen Series of 4ALTS Platform, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,24544371.96,3989414.93,0.1625,62,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"MVP AR 2023, a series of MVP Co-Invests 2023 LLC",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,7408972.98,4220613.55,0.5697,14,Mid (11-50),Small ($1M-$10M),Clean,0,0
Faction WM a Series of CGF2021 LLC,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1273707196.69,1268908128.24,0.9962,94,Large (51-200),Mega (>$1B),Minor Issues,0,1
Voya Renewable Energy Infrastructure Debt Fund II (RNF) LP,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2601966.5,621467.67,0.2388,51,Large (51-200),Small ($1M-$10M),Clean,0,0
Quivly Inc Sep 2024 a Series of CGF2021 LLC,2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,8077789.21,4100452.63,0.5076,22,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Pivot Global Adrena, a series of GCRx Master LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,10111830.62,3446807.98,0.3409,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Micron Biomedical, Inc.",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,9854149.7,8032798.85,0.8152,252,Institutional (201-500),Small ($1M-$10M),Clean,0,0
"GS GO II REIT, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,50989724.14,6915490.13,0.1356,6,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Lucky Day Foods, Inc.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,Reg A,DE,38747320.63,6450907.17,0.1665,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"BlockID, Inc.",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,9298617.57,4789031.91,0.515,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"Flying Fish Opportunity Fund I, LP",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,2359203.39,472542.51,0.2003,102,Large (51-200),Small ($1M-$10M),Clean,0,0
"ANVIL HOLDINGS, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),WA,665659.65,239451.15,0.3597,5,Small (1-10),Micro (<$1M),Clean,0,0
"Mojave Energy Systems, Inc.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,72353401.8,9585693.22,0.1325,8,Small (1-10),Mid ($50M-$250M),Clean,0,0
"VWI Firestone, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),CO,142607027.74,81591279.26,0.5721,44,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"MVP-C VF, a series of MVP-C Co-Invests 2022 LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,14472750.33,3120331.01,0.2156,14,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Linnaeus Therapeutics, Inc.",2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,45799817.09,37243747.02,0.8132,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Agellus Bluejack Co-Invest, LP",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,4685212.54,2154476.1,0.4598,13,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Argentarii PC - WBR Holdings, LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1153907.96,280662.28,0.2432,146,Large (51-200),Small ($1M-$10M),Clean,0,0
"Cendana Sandstorm, L.P.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1289167.19,876290.27,0.6797,29,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Venture Story 183, LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),TX,19063368.41,18207892.14,0.9551,17,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"2024 Golden Bay, L.P.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,71062043.37,55374720.01,0.7792,19,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"BEO Value Opportunity Fund, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,99378513.64,92043260.94,0.9262,11,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"First Community Bancshares, Inc.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),AR,100000.0,97785.32,0.9779,49,Mid (11-50),Micro (<$1M),Clean,0,0
INSTITUTIONAL DRILLING FUND I LP,2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(c),DE,130434000.23,114753155.97,0.8798,60,Large (51-200),Mid ($50M-$250M),Minor Issues,1,0
"KAI Volatility Multi Strategy Series of 4ALTS PLATFORM, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3912564.74,2737120.32,0.6996,12,Mid (11-50),Small ($1M-$10M),Clean,0,0
"MVP-C SS, a series of MVP-C Co-Invests 2022 LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1829841.99,1700573.85,0.9294,3,Small (1-10),Small ($1M-$10M),Clean,0,0
506 GROUP QP CUSTOM FUND LLC,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,452413527.94,381475891.84,0.8432,13,Mid (11-50),Large ($250M-$1B),Clean,0,0
BCSP 9 UTW Holdings LLC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,11731147.73,11433866.77,0.9747,15,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"SUSTAINABLE ASSET FUND IV (NON-US FEEDER), LP",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),X0,147190712.05,37913761.19,0.2576,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
Kedaara Emerald Holding,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),K7,541663.83,55551.5,0.1026,3,Small (1-10),Micro (<$1M),Clean,0,0
"Celero Communications, Inc.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,8465837.22,1686491.28,0.1992,67,Large (51-200),Small ($1M-$10M),Clean,0,0
"BEO Core Yield Fund, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,532231037.9,498142002.45,0.936,4,Small (1-10),Large ($250M-$1B),Clean,0,0
"Pivot Global Nubit, a series of GCRx Master LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2184401.71,1883808.83,0.8624,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"VWI Arville, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),CO,106514831.28,99441680.34,0.9336,3,Small (1-10),Mid ($50M-$250M),Clean,0,0
BCSP 9 875 Equity LLC,2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,28073244.42,10648170.58,0.3793,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Portal Biotechnologies, Inc.",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,6395556.94,5268313.23,0.8237,68,Large (51-200),Small ($1M-$10M),Clean,0,0
EquityZen Growth Opportunity Fund X LLC - Series 2,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,367660.84,36699.63,0.0998,13,Mid (11-50),Micro (<$1M),Clean,0,0
"Volato Group, Inc.  (SOAR, SOARW)",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,64606538.84,31300904.85,0.4845,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
Dentologie Nov 2024 a Series of The 81 Collection LLC,2024-12-26,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,39502489.18,7587852.37,0.1921,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Pivot Global Avail, a series of GCRx Master LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,710974712.08,82287961.45,0.1157,35,Mid (11-50),Large ($250M-$1B),Clean,0,0
US Alpha Advantage Master Fund LP,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,78956433.78,6868543.31,0.087,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Gaize, Inc.",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,80478.85,0.8048,42,Mid (11-50),Micro (<$1M),Clean,0,0
"DI-1113 Fund I, a series of Angel Collective Opportunity Fund, LP",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,989402.78,210502.8,0.2128,7,Small (1-10),Micro (<$1M),Clean,0,0
V360 HOLDINGS LLC SERIES MAYAVALLEY G1,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,3657947.98,719094.5,0.1966,41,Mid (11-50),Small ($1M-$10M),Clean,0,0
"BEO Luxury Home Fund, LLC",2024-12-26,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(c),DE,4377422.0,1824346.26,0.4168,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
Chai Millie Series A SPV Nov 2024 a Series of CGF2021 LLC,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,438839078.26,246999843.42,0.5628,14,Mid (11-50),Large ($250M-$1B),Clean,0,0
Lyceum Learning Oct 2024 a Series of CGF2021 LLC,2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,605815.51,155658.65,0.2569,29,Mid (11-50),Micro (<$1M),Clean,0,0
EquityZen Growth Technology Fund LLC - Series 2008,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,439387442.5,146791870.03,0.3341,8,Small (1-10),Large ($250M-$1B),Clean,0,0
"Spinal Simplicity, LLC",2024-12-26,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),KS,140805437.02,126667263.03,0.8996,630,Mass (500+),Mid ($50M-$250M),Clean,0,0
"RE-10252 Fund I, a series of Roll Up Vehicles, LP",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2410063.1,1307678.07,0.5426,47,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Pivot Global Bitlayer, a series of GCRx Master LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,4486727.85,1821079.0,0.4059,10,Small (1-10),Small ($1M-$10M),Clean,0,0
Gaingels Natural Fiber Welding December 2024 LLC,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),VT,408407.03,232740.26,0.5699,3,Small (1-10),Micro (<$1M),Clean,0,0
"KAI Long Volatility Series of 4ALTS Platform, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1759749.7,461040.45,0.262,59,Large (51-200),Small ($1M-$10M),Clean,0,0
"Velocis Secondary Partners IV QP, LP",2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,8508263.17,999010.76,0.1174,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"CAPSTONE COMPANIES, INC.  (CAPC)",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),FL,20188142.66,2018109.43,0.1,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Matrix Adhesives Group, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,202369742.48,153212284.72,0.7571,4,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Doliver APP Equity SPV, LLC",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),TX,519561.99,32169.62,0.0619,23,Mid (11-50),Micro (<$1M),Clean,0,0
"Throne Labs, Inc.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,11664444.98,6446353.75,0.5526,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
NaviSavi Inc.,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1380809.57,1254752.49,0.9087,21,Mid (11-50),Small ($1M-$10M),Clean,0,0
Portfolia 2024 SPV 3 LLC,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,83409766.25,44394640.58,0.5322,6,Small (1-10),Mid ($50M-$250M),Clean,0,0
"TC Fund III REIT, LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,93601118.34,58715011.56,0.6273,49,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Gigs Inc.,2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,3706585.24,961837.43,0.2595,21,Mid (11-50),Small ($1M-$10M),Clean,0,0
Honey Creek Manor Holdings LLC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),TX,104437311.45,60603038.49,0.5803,12,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"019 - Series of IPOSharks Venture Master Fund, LLC",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,119610488.68,80610257.49,0.6739,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
USEDC 2024 B Drilling Fund LP,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,80710843.22,45325926.45,0.5616,70,Large (51-200),Mid ($50M-$250M),Minor Issues,1,0
"Mythic Therapeutics, Inc.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,34721146.0,3351596.29,0.0965,35,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Fixed Income GlobalAlpha Onshore Fund LLC,2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,15643339.77,12590634.12,0.8049,16,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Buoyant Raptor II SPV, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,243320.03,162692.77,0.6686,236,Institutional (201-500),Micro (<$1M),Clean,0,0
Frontier Market Select Fund II LP,2024-12-26,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,8872650.78,5423414.98,0.6113,22,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Panda Health, Inc.",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,8345609.61,6226893.79,0.7461,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Brown Advisory Venture Capital Partners 4, LLLP",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,5760525.21,4996189.68,0.8673,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Discerning Capital MN SPV, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1316157.16,1011115.46,0.7682,9,Small (1-10),Small ($1M-$10M),Clean,0,0
"BE-1105 Fund I, a series of Duke Capital Investments Venture Funds, LP",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1664268.34,1029405.57,0.6185,64,Large (51-200),Small ($1M-$10M),Clean,0,0
Voya Renewable Energy Infrastructure Debt Fund II (Delaware) LP,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,5546848.45,3835928.76,0.6916,34,Mid (11-50),Small ($1M-$10M),Clean,0,0
EquityZen Growth Technology Fund LLC - Series 1989,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,706076.27,346854.86,0.4912,73,Large (51-200),Micro (<$1M),Clean,0,0
OurCrowd (Investment in Onco) L.P.,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),D8,4266086.51,1436588.44,0.3367,23,Mid (11-50),Small ($1M-$10M),Clean,0,0
"PL-1202 Fund I, a series of Sajid Rahman Angel Funds, LP",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2448909.13,1144096.2,0.4672,24,Mid (11-50),Small ($1M-$10M),Clean,0,0
"OS-1025 Fund I, a series of Scrub Venture Capital, LP",2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,176250761.99,49595163.01,0.2814,40,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Nationwide PPVUL Separate Account - 5,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),OH,743713.6,571004.96,0.7678,84,Large (51-200),Micro (<$1M),Clean,0,0
Stellaris Venture Partners GIFT Fund III,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),K7,37239103.22,21882792.48,0.5876,9,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Posteros Inc.,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1867456.17,841542.67,0.4506,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"Ascend Unison Co-Invest 1, L.P.",2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,287293214.4,215116108.44,0.7488,12,Mid (11-50),Large ($250M-$1B),Clean,0,0
"DA-1125 Gaingels Fund I, a series of Zachary Ginsburg Funds, LP",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,100000.0,42888.28,0.4289,184,Large (51-200),Micro (<$1M),Clean,0,0
Horizon Inclusive Growth Partners I Offshore Feeder Fund LLC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),E9,6688829.77,461182.73,0.0689,25,Mid (11-50),Small ($1M-$10M),Clean,0,0
Capital Factory Alpha Associates LLC - Series I,2024-12-26,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,865156.68,104450.19,0.1207,1,Small (1-10),Micro (<$1M),Clean,0,0
"TWO SIGMA REAL ESTATE OPPORTUNITY FUND (A), LP",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,970918.41,969916.65,0.999,6,Small (1-10),Micro (<$1M),Clean,0,0
Nationwide Private Placement Variable Account - E,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),OH,8144751.42,3076473.83,0.3777,40,Mid (11-50),Small ($1M-$10M),Clean,0,0
506 GROUP CUSTOM FUND LLC,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,504592.86,287882.54,0.5705,20,Mid (11-50),Micro (<$1M),Clean,0,0
MG Skye Investments L.P.,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,7858114.69,6544289.56,0.8328,1,Small (1-10),Small ($1M-$10M),Clean,0,0
BCSP 9 333 Holdings LLC,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,26895326.91,22048509.9,0.8198,52,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Condado Holdings Group, LLC",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,40323054.98,24240656.68,0.6012,18,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Doliver Private Opportunity Fund III, LP",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),TX,7784798.67,1826931.76,0.2347,8,Small (1-10),Small ($1M-$10M),Clean,0,0
Hyla Cyclical Fund LP,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,6732441.88,2111483.35,0.3136,319,Institutional (201-500),Small ($1M-$10M),Clean,0,0
"Medalist Diversified REIT, Inc.  (MDRR, MDRRP)",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),MD,437339.19,223855.3,0.5119,1,Small (1-10),Micro (<$1M),Clean,0,0
Nationwide BOLI Private Placement Variable Account,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),OH,55179102.6,12854870.52,0.233,11,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"TWO SIGMA REAL ESTATE OPPORTUNITY FUND (B), LP",2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,797976.15,288147.4,0.3611,65,Large (51-200),Micro (<$1M),Clean,0,0
Unity Growth Series Fund LLC - Fund 015,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,100000.0,80255.06,0.8026,109,Large (51-200),Micro (<$1M),Clean,0,0
Elementum Opportunities Fund Ltd. - Class 1 Sub-Fund - Series 2025,2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),D0,54703297.86,11694733.71,0.2138,14,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Oak Grove Hattiesburg LLC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),MS,856043.9,816286.01,0.9536,17,Mid (11-50),Micro (<$1M),Clean,0,0
KKR K-PEC iCapital Offshore Access Fund SPC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,100000.0,71885.57,0.7189,16,Mid (11-50),Micro (<$1M),Clean,0,0
"Solar Securitization Program-Onshore SMA, LP",2024-12-26,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,372755110.07,200382311.77,0.5376,46,Mid (11-50),Large ($250M-$1B),Clean,0,0
"RoboSig FX Alpha Gen Series of 4ALTS PLATFORM, LLC",2024-12-26,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,134574941.96,111037684.53,0.8251,4,Small (1-10),Mid ($50M-$250M),Clean,0,0
"NEFCO Acquisitions, Inc.",2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1176600380.07,732581938.42,0.6226,84,Large (51-200),Mega (>$1B),Minor Issues,0,1
"Madison Capital Debt Opportunity, LLC",2024-12-26,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,5226874.74,974073.09,0.1864,5,Small (1-10),Small ($1M-$10M),Clean,0,0
DFS Bayside Fund LLC,2024-12-26,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),TX,441982866.75,108078091.77,0.2445,2,Small (1-10),Large ($250M-$1B),Clean,0,0
Direct Private Investments LLC - Series 1,2024-12-26,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,59081755.66,45907646.02,0.777,3,Small (1-10),Mid ($50M-$250M),Clean,0,0
